"","Sample","# ARG","# mobileARG_2","Stage","val"
"DRR171642","DRR171642",107,7,"CTRL",7
"DRR171643","DRR171643",81,7,"CTRL",7
"DRR171644","DRR171644",136,2,"CTRL",2
"DRR171645","DRR171645",207,22,"CTRL",22
"DRR171646","DRR171646",97,10,"CTRL",10
"DRR171647","DRR171647",58,7,"CTRL",7
"DRR171648","DRR171648",107,8,"CTRL",8
"DRR171650","DRR171650",81,4,"CTRL",4
"DRR171651","DRR171651",128,9,"CTRL",9
"DRR171652","DRR171652",170,11,"CTRL",11
"DRR171653","DRR171653",16,1,"CTRL",1
"DRR171654","DRR171654",83,6,"CTRL",6
"DRR171655","DRR171655",126,12,"CTRL",12
"DRR171656","DRR171656",96,4,"CTRL",4
"DRR171657","DRR171657",135,11,"CTRL",11
"DRR171659","DRR171659",94,8,"CTRL",8
"DRR171662","DRR171662",72,4,"CTRL",4
"DRR171663","DRR171663",47,9,"CTRL",9
"DRR171673","DRR171673",188,12,"CTRL",12
"DRR171676","DRR171676",141,11,"CTRL",11
"DRR171686","DRR171686",109,5,"CTRL",5
"DRR171689","DRR171689",97,4,"CTRL",4
"DRR171691","DRR171691",110,11,"CTRL",11
"DRR171694","DRR171694",129,10,"CTRL",10
"DRR171698","DRR171698",111,9,"CTRL",9
"DRR171700","DRR171700",85,5,"CTRL",5
"DRR171705","DRR171705",145,4,"CTRL",4
"DRR171710","DRR171710",112,6,"CTRL",6
"DRR171711","DRR171711",104,7,"CTRL",7
"DRR171712","DRR171712",138,12,"CTRL",12
"DRR171713","DRR171713",158,0,"CTRL",0
"DRR171714","DRR171714",68,8,"CTRL",8
"DRR171715","DRR171715",80,3,"CTRL",3
"DRR171716","DRR171716",107,8,"CTRL",8
"DRR171717","DRR171717",72,2,"CTRL",2
"DRR171718","DRR171718",5,0,"CTRL",0
"DRR171719","DRR171719",108,9,"CTRL",9
"DRR171720","DRR171720",97,5,"CTRL",5
"DRR171721","DRR171721",40,2,"CTRL",2
"DRR171722","DRR171722",74,6,"CTRL",6
"DRR171723","DRR171723",125,6,"CTRL",6
